; ------------------------------------------------
; |       SCELBI'S GALAXY GAME       |
; |           FOR THE 8080           |
; ------------------------------------------------
+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    3658:00001110 01001010: 11001101 : CD:315 > opcode: call QDSET
++    3659:00001110 01001011: 11001000 : C8:310 > lb: 200
++    3660:00001110 01001100: 00000110 : 06:006 > hb: 6
++    3661:00001110 01001101: 01111101 : 7D:175 > opcode: mov a,l
++    3662:00001110 01001110: 11000110 : C6:306 > opcode: adi 004
++    3663:00001110 01001111: 00000100 : 04:004 > immediate:  004 : 004
++    3664:00001110 01010000: 01101111 : 6F:157 > opcode: mov l,a
++    3665:00001110 01010001: 11101011 : EB:353 > opcode: xchg
++    3666:00001110 01010010: 00101100 : 2C:054 > opcode: inr l
++    3667:00001110 01010011: 11111110 : FE:376 > opcode: cpi 0B4H
++    3668:00001110 01010100: 10110100 : B4:264 > immediate:  0B4H : 180
++    3669:00001110 01010101: 11000010 : C2:302 > opcode: jnz GL2
++    3670:00001110 01010110: 01001000 : 48:110 > lb: 72
++    3671:00001110 01010111: 00001110 : 0E:016 > hb: 14
++    3672:00001110 01011000: 11101011 : EB:353 > opcode: xchg
++    3673:00001110 01011001: 00101110 : 2E:056 > opcode: mvi l,080H
++    3674:00001110 01011010: 10000000 : 80:200 > immediate:  080H : 128
++    3675:00001110 01011011: 11001101 : CD:315 > opcode: call MSG
++    3676:00001110 01011100: 00000000 : 00:000 > lb: 0
++    3677:00001110 01011101: 00000101 : 05:005 > hb: 5
++    3678:00001110 01011110: 00100110 : 26:046 > opcode: mvi h,031H
++    3679:00001110 01011111: 00110001 : 31:061 > immediate:  031H : 49
++    3680:00001110 01100000: 11001101 : CD:315 > opcode: call NT1
++    3681:00001110 01100001: 01111010 : 7A:172 > lb: 122
++    3682:00001110 01100010: 00000110 : 06:006 > hb: 6
++    3683:00001110 01100011: 01111011 : 7B:173 > opcode: mov a,e
++    3684:00001110 01100100: 10111100 : BC:274 > opcode: cmp h
++    3685:00001110 01100101: 11001010 : CA:312 > opcode: jz CMND
++    3686:00001110 01100110: 00001110 : 0E:016 > lb: 14
++    3687:00001110 01100111: 00001011 : 0B:013 > hb: 11
++    3688:00001110 01101000: 11101011 : EB:353 > opcode: xchg
++    3689:00001110 01101001: 11000011 : C3:303 > opcode: jmp GL1
++    3690:00001110 01101010: 01000101 : 45:105 > lb: 69
++    3691:00001110 01101011: 00001110 : 0E:016 > hb: 14
++    3692:00001110 01101100: 00000000 : 00:000 > dsname: org : 0
++    3693:00001110 01101101: 00000000 : 00:000 > dsname: org : 0
++    3694:00001110 01101110: 00000000 : 00:000 > dsname: org : 0
++    3695:00001110 01101111: 00000000 : 00:000 > dsname: org : 0
++    3696:00001110 01110000: 00000000 : 00:000 > dsname: org : 0
++    3697:00001110 01110001: 00000000 : 00:000 > dsname: org : 0
++    3698:00001110 01110010: 00000000 : 00:000 > dsname: org : 0
++    3699:00001110 01110011: 00000000 : 00:000 > dsname: org : 0
++    3700:00001110 01110100: 00000000 : 00:000 > dsname: org : 0
++    3701:00001110 01110101: 00000000 : 00:000 > dsname: org : 0
++    3702:00001110 01110110: 00000000 : 00:000 > dsname: org : 0
++    3703:00001110 01110111: 00000000 : 00:000 > dsname: org : 0
++    3704:00001110 01111000: 00000000 : 00:000 > dsname: org : 0
++    3705:00001110 01111001: 00000000 : 00:000 > dsname: org : 0
++    3706:00001110 01111010: 00000000 : 00:000 > dsname: org : 0
++    3707:00001110 01111011: 00000000 : 00:000 > dsname: org : 0
++    3708:00001110 01111100: 00000000 : 00:000 > dsname: org : 0
++    3709:00001110 01111101: 00000000 : 00:000 > dsname: org : 0
++    3710:00001110 01111110: 00000000 : 00:000 > dsname: org : 0
++    3711:00001110 01111111: 00000000 : 00:000 > dsname: org : 0
++    3712:00001110 10000000: 00000000 : 00:000 > dsname: org : 0
++    3713:00001110 10000001: 00000000 : 00:000 > dsname: org : 0
++    3714:00001110 10000010: 00000000 : 00:000 > dsname: org : 0
++    3715:00001110 10000011: 00000000 : 00:000 > dsname: org : 0
++    3716:00001110 10000100: 00000000 : 00:000 > dsname: org : 0
++    3717:00001110 10000101: 00000000 : 00:000 > dsname: org : 0
++    3718:00001110 10000110: 00000000 : 00:000 > dsname: org : 0
++    3719:00001110 10000111: 00000000 : 00:000 > dsname: org : 0
++    3720:00001110 10001000: 00000000 : 00:000 > dsname: org : 0
++    3721:00001110 10001001: 00000000 : 00:000 > dsname: org : 0
++    3722:00001110 10001010: 00000000 : 00:000 > dsname: org : 0
++    3723:00001110 10001011: 00000000 : 00:000 > dsname: org : 0
++    3724:00001110 10001100: 00000000 : 00:000 > dsname: org : 0
++    3725:00001110 10001101: 00000000 : 00:000 > dsname: org : 0
++    3726:00001110 10001110: 00000000 : 00:000 > dsname: org : 0
++    3727:00001110 10001111: 00000000 : 00:000 > dsname: org : 0
++    3728:00001110 10010000: 00000000 : 00:000 > dsname: org : 0
++    3729:00001110 10010001: 00000000 : 00:000 > dsname: org : 0
++    3730:00001110 10010010: 00000000 : 00:000 > dsname: org : 0
++    3731:00001110 10010011: 00000000 : 00:000 > dsname: org : 0
++    3732:00001110 10010100: 00000000 : 00:000 > dsname: org : 0
++    3733:00001110 10010101: 00000000 : 00:000 > dsname: org : 0
++    3734:00001110 10010110: 00000000 : 00:000 > dsname: org : 0
++    3735:00001110 10010111: 00000000 : 00:000 > dsname: org : 0
++    3736:00001110 10011000: 00000000 : 00:000 > dsname: org : 0
++    3737:00001110 10011001: 00000000 : 00:000 > dsname: org : 0
++    3738:00001110 10011010: 00000000 : 00:000 > dsname: org : 0
++    3739:00001110 10011011: 00000000 : 00:000 > dsname: org : 0
++    3740:00001110 10011100: 00000000 : 00:000 > dsname: org : 0
++    3741:00001110 10011101: 00000000 : 00:000 > dsname: org : 0
++    3742:00001110 10011110: 00000000 : 00:000 > dsname: org : 0
++    3743:00001110 10011111: 00000000 : 00:000 > dsname: org : 0
++    3744:00001110 10100000: 00000000 : 00:000 > dsname: org : 0
++    3745:00001110 10100001: 00000000 : 00:000 > dsname: org : 0
++    3746:00001110 10100010: 00000000 : 00:000 > dsname: org : 0
++    3747:00001110 10100011: 00000000 : 00:000 > dsname: org : 0
++    3748:00001110 10100100: 00000000 : 00:000 > dsname: org : 0
++    3749:00001110 10100101: 00000000 : 00:000 > dsname: org : 0
++    3750:00001110 10100110: 00000000 : 00:000 > dsname: org : 0
++    3751:00001110 10100111: 00000000 : 00:000 > dsname: org : 0
++    3752:00001110 10101000: 00000000 : 00:000 > dsname: org : 0
++    3753:00001110 10101001: 00000000 : 00:000 > dsname: org : 0
++    3754:00001110 10101010: 00000000 : 00:000 > dsname: org : 0
++    3755:00001110 10101011: 00000000 : 00:000 > dsname: org : 0
++    3756:00001110 10101100: 00000000 : 00:000 > dsname: org : 0
++    3757:00001110 10101101: 00000000 : 00:000 > dsname: org : 0
++    3758:00001110 10101110: 00000000 : 00:000 > dsname: org : 0
++    3759:00001110 10101111: 00000000 : 00:000 > dsname: org : 0
++    3760:00001110 10110000: 00000000 : 00:000 > dsname: org : 0
++    3761:00001110 10110001: 00000000 : 00:000 > dsname: org : 0
++    3762:00001110 10110010: 00000000 : 00:000 > dsname: org : 0
++    3763:00001110 10110011: 00000000 : 00:000 > dsname: org : 0
++    3764:00001110 10110100: 00000000 : 00:000 > dsname: org : 0
++    3765:00001110 10110101: 00000000 : 00:000 > dsname: org : 0
++    3766:00001110 10110110: 00000000 : 00:000 > dsname: org : 0
++    3767:00001110 10110111: 00000000 : 00:000 > dsname: org : 0
++    3768:00001110 10111000: 00000000 : 00:000 > dsname: org : 0
++    3769:00001110 10111001: 00000000 : 00:000 > dsname: org : 0
++    3770:00001110 10111010: 00000000 : 00:000 > dsname: org : 0
++    3771:00001110 10111011: 00000000 : 00:000 > dsname: org : 0
++    3772:00001110 10111100: 00000000 : 00:000 > dsname: org : 0
++    3773:00001110 10111101: 00000000 : 00:000 > dsname: org : 0
++    3774:00001110 10111110: 00000000 : 00:000 > dsname: org : 0
++    3775:00001110 10111111: 00000000 : 00:000 > dsname: org : 0
++    3776:00001110 11000000: 00000000 : 00:000 > dsname: org : 0
++    3777:00001110 11000001: 00000000 : 00:000 > dsname: org : 0
++    3778:00001110 11000010: 00000000 : 00:000 > dsname: org : 0
++    3779:00001110 11000011: 00000000 : 00:000 > dsname: org : 0
++    3780:00001110 11000100: 00000000 : 00:000 > dsname: org : 0
++    3781:00001110 11000101: 00000000 : 00:000 > dsname: org : 0
++    3782:00001110 11000110: 00000000 : 00:000 > dsname: org : 0
++    3783:00001110 11000111: 00000000 : 00:000 > dsname: org : 0
++    3784:00001110 11001000: 00000000 : 00:000 > dsname: org : 0
++    3785:00001110 11001001: 00000000 : 00:000 > dsname: org : 0
++    3786:00001110 11001010: 00000000 : 00:000 > dsname: org : 0
++    3787:00001110 11001011: 00000000 : 00:000 > dsname: org : 0
++    3788:00001110 11001100: 00000000 : 00:000 > dsname: org : 0
++    3789:00001110 11001101: 00000000 : 00:000 > dsname: org : 0
++    3790:00001110 11001110: 00000000 : 00:000 > dsname: org : 0
++    3791:00001110 11001111: 00000000 : 00:000 > dsname: org : 0
++    3792:00001110 11010000: 00000000 : 00:000 > dsname: org : 0
++    3793:00001110 11010001: 00000000 : 00:000 > dsname: org : 0
++    3794:00001110 11010010: 00000000 : 00:000 > dsname: org : 0
++    3795:00001110 11010011: 00000000 : 00:000 > dsname: org : 0
++    3796:00001110 11010100: 00000000 : 00:000 > dsname: org : 0
++    3797:00001110 11010101: 00000000 : 00:000 > dsname: org : 0
++    3798:00001110 11010110: 00000000 : 00:000 > dsname: org : 0
++    3799:00001110 11010111: 00000000 : 00:000 > dsname: org : 0
++    3800:00001110 11011000: 00000000 : 00:000 > dsname: org : 0
++    3801:00001110 11011001: 00000000 : 00:000 > dsname: org : 0
++    3802:00001110 11011010: 00000000 : 00:000 > dsname: org : 0
++    3803:00001110 11011011: 00000000 : 00:000 > dsname: org : 0
++    3804:00001110 11011100: 00000000 : 00:000 > dsname: org : 0
++    3805:00001110 11011101: 00000000 : 00:000 > dsname: org : 0
++    3806:00001110 11011110: 00000000 : 00:000 > dsname: org : 0
++    3807:00001110 11011111: 00000000 : 00:000 > dsname: org : 0
++    3808:00001110 11100000: 00000000 : 00:000 > dsname: org : 0
++    3809:00001110 11100001: 00000000 : 00:000 > dsname: org : 0
++    3810:00001110 11100010: 00000000 : 00:000 > dsname: org : 0
++    3811:00001110 11100011: 00000000 : 00:000 > dsname: org : 0
++    3812:00001110 11100100: 00000000 : 00:000 > dsname: org : 0
++    3813:00001110 11100101: 00000000 : 00:000 > dsname: org : 0
++    3814:00001110 11100110: 00000000 : 00:000 > dsname: org : 0
++    3815:00001110 11100111: 00000000 : 00:000 > dsname: org : 0
++    3816:00001110 11101000: 00000000 : 00:000 > dsname: org : 0
++    3817:00001110 11101001: 00000000 : 00:000 > dsname: org : 0
++    3818:00001110 11101010: 00000000 : 00:000 > dsname: org : 0
++    3819:00001110 11101011: 00000000 : 00:000 > dsname: org : 0
++    3820:00001110 11101100: 00000000 : 00:000 > dsname: org : 0
++    3821:00001110 11101101: 00000000 : 00:000 > dsname: org : 0
++    3822:00001110 11101110: 00000000 : 00:000 > dsname: org : 0
++    3823:00001110 11101111: 00000000 : 00:000 > dsname: org : 0
++    3824:00001110 11110000: 00000000 : 00:000 > dsname: org : 0
++    3825:00001110 11110001: 00000000 : 00:000 > dsname: org : 0
++    3826:00001110 11110010: 00000000 : 00:000 > dsname: org : 0
++    3827:00001110 11110011: 00000000 : 00:000 > dsname: org : 0
++    3828:00001110 11110100: 00000000 : 00:000 > dsname: org : 0
++    3829:00001110 11110101: 00000000 : 00:000 > dsname: org : 0
++    3830:00001110 11110110: 00000000 : 00:000 > dsname: org : 0
++    3831:00001110 11110111: 00000000 : 00:000 > dsname: org : 0
++    3832:00001110 11111000: 00000000 : 00:000 > dsname: org : 0
++    3833:00001110 11111001: 00000000 : 00:000 > dsname: org : 0
++    3834:00001110 11111010: 00000000 : 00:000 > dsname: org : 0
++    3835:00001110 11111011: 00000000 : 00:000 > dsname: org : 0
++    3836:00001110 11111100: 00000000 : 00:000 > dsname: org : 0
++    3837:00001110 11111101: 00000000 : 00:000 > dsname: org : 0
++    3838:00001110 11111110: 00000000 : 00:000 > dsname: org : 0
++    3839:00001110 11111111: 00000000 : 00:000 > dsname: org : 0
++    3840:00001111 00000000: 00000000 : 00:000 > dbbyte: 0
++    3841:00001111 00000001: 00000001 : 01:001 > dbbyte: 1
++    3842:00001111 00000010: 00000100 : 04:004 > dbbyte: 4
++    3843:00001111 00000011: 00100011 : 23:043 > dbbyte: 35
++    3844:00001111 00000100: 00001010 : 0A:012 > dbbyte: 10
++    3845:00001111 00000101: 00000011 : 03:003 > dbbyte: 3
++    3846:00001111 00000110: 00000111 : 07:007 > dbbyte: 7
++    3847:00001111 00000111: 00000000 : 00:000 > dbbyte: 0
++    3848:00001111 00001000: 00000000 : 00:000 > dbbyte: 0
++    3849:00001111 00001001: 00011010 : 1A:032 > dbbyte: 26
++    3850:00001111 00001010: 00100011 : 23:043 > dbbyte: 35
++    3851:00001111 00001011: 00000101 : 05:005 > dbbyte: 5
++    3852:00001111 00001100: 00000011 : 03:003 > dbbyte: 3
++    3853:00001111 00001101: 00010100 : 14:024 > dbbyte: 20
++    3854:00001111 00001110: 00010110 : 16:026 > dbbyte: 22
++    3855:00001111 00001111: 00010010 : 12:022 > dbbyte: 18
++    3856:00001111 00010000: 00000000 : 00:000 > dbbyte: 0
++    3857:00001111 00010001: 00000000 : 00:000 > dbbyte: 0
++    3858:00001111 00010010: 00000000 : 00:000 > dbbyte: 0
++    3859:00001111 00010011: 00000000 : 00:000 > dbbyte: 0
++    3860:00001111 00010100: 00000000 : 00:000 > dbbyte: 0
++    3861:00001111 00010101: 00000101 : 05:005 > dbbyte: 5
++    3862:00001111 00010110: 00000100 : 04:004 > dbbyte: 4
++    3863:00001111 00010111: 00010111 : 17:027 > dbbyte: 23
++    3864:00001111 00011000: 00000101 : 05:005 > dbbyte: 5
++    3865:00001111 00011001: 00000001 : 01:001 > dbbyte: 1
++    3866:00001111 00011010: 00010100 : 14:024 > dbbyte: 20
++    3867:00001111 00011011: 00000000 : 00:000 > dbbyte: 0
++    3868:00001111 00011100: 00000000 : 00:000 > dbbyte: 0
++    3869:00001111 00011101: 00000100 : 04:004 > dbbyte: 4
++    3870:00001111 00011110: 00000101 : 05:005 > dbbyte: 5
++    3871:00001111 00011111: 00000000 : 00:000 > dbbyte: 0
++    3872:00001111 00100000: 00000111 : 07:007 > dbbyte: 7
++    3873:00001111 00100001: 00000010 : 02:002 > dbbyte: 2
++    3874:00001111 00100010: 00010001 : 11:021 > dbbyte: 17
++    3875:00001111 00100011: 00001001 : 09:011 > dbbyte: 9
++    3876:00001111 00100100: 00000000 : 00:000 > dbbyte: 0
++    3877:00001111 00100101: 00000100 : 04:004 > dbbyte: 4
++    3878:00001111 00100110: 00000000 : 00:000 > dbbyte: 0
++    3879:00001111 00100111: 00000000 : 00:000 > dbbyte: 0
++    3880:00001111 00101000: 00100011 : 23:043 > dbbyte: 35
++    3881:00001111 00101001: 00000000 : 00:000 > dbbyte: 0
++    3882:00001111 00101010: 00000010 : 02:002 > dbbyte: 2
++    3883:00001111 00101011: 00100100 : 24:044 > dbbyte: 36
++    3884:00001111 00101100: 00000000 : 00:000 > dbbyte: 0
++    3885:00001111 00101101: 00000000 : 00:000 > dbbyte: 0
++    3886:00001111 00101110: 00000011 : 03:003 > dbbyte: 3
++    3887:00001111 00101111: 00000111 : 07:007 > dbbyte: 7
++    3888:00001111 00110000: 00000000 : 00:000 > dbbyte: 0
++    3889:00001111 00110001: 00010101 : 15:025 > dbbyte: 21
++    3890:00001111 00110010: 00000000 : 00:000 > dbbyte: 0
++    3891:00001111 00110011: 00000101 : 05:005 > dbbyte: 5
++    3892:00001111 00110100: 00001100 : 0C:014 > dbbyte: 12
++    3893:00001111 00110101: 00000000 : 00:000 > dbbyte: 0
++    3894:00001111 00110110: 00000010 : 02:002 > dbbyte: 2
++    3895:00001111 00110111: 00000110 : 06:006 > dbbyte: 6
++    3896:00001111 00111000: 00010101 : 15:025 > dbbyte: 21
++    3897:00001111 00111001: 00000000 : 00:000 > dbbyte: 0
++    3898:00001111 00111010: 00000011 : 03:003 > dbbyte: 3
++    3899:00001111 00111011: 00000010 : 02:002 > dbbyte: 2
++    3900:00001111 00111100: 00010011 : 13:023 > dbbyte: 19
++    3901:00001111 00111101: 00000000 : 00:000 > dbbyte: 0
++    3902:00001111 00111110: 00110100 : 34:064 > dbbyte: 52
++    3903:00001111 00111111: 00000011 : 03:003 > dbbyte: 3
++    3904:00001111 01000000: 00000111 : 07:007 > dbbyte: 7
++    3905:00001111 01000001: 00000001 : 01:001 > dbbyte: 1
++    3906:00001111 01000010: 00000000 : 00:000 > dbbyte: 0
++    3907:00001111 01000011: 00000000 : 00:000 > dbbyte: 0
++    3908:00001111 01000100: 00000000 : 00:000 > dbbyte: 0
++    3909:00001111 01000101: 00000011 : 03:003 > dbbyte: 3
++    3910:00001111 01000110: 00010101 : 15:025 > dbbyte: 21
++    3911:00001111 01000111: 00000000 : 00:000 > dbbyte: 0
++    3912:00001111 01001000: 00000000 : 00:000 > dbbyte: 0
++    3913:00001111 01001001: 00000100 : 04:004 > dbbyte: 4
++    3914:00001111 01001010: 00000000 : 00:000 > dbbyte: 0
++    3915:00001111 01001011: 00011111 : 1F:037 > dbbyte: 31
++    3916:00001111 01001100: 00000100 : 04:004 > dbbyte: 4
++    3917:00001111 01001101: 00000001 : 01:001 > dbbyte: 1
++    3918:00001111 01001110: 00000011 : 03:003 > dbbyte: 3
++    3919:00001111 01001111: 00000010 : 02:002 > dbbyte: 2
++    3920:00001111 01010000: 00000011 : 03:003 > dbbyte: 3
++    3921:00001111 01010001: 00010100 : 14:024 > dbbyte: 20
++    3922:00001111 01010010: 00000000 : 00:000 > dbbyte: 0
++    3923:00001111 01010011: 00000000 : 00:000 > dbbyte: 0
++    3924:00001111 01010100: 00000000 : 00:000 > dbbyte: 0
++    3925:00001111 01010101: 00010110 : 16:026 > dbbyte: 22
++    3926:00001111 01010110: 00001101 : 0D:015 > dbbyte: 13
++    3927:00001111 01010111: 00000000 : 00:000 > dbbyte: 0
++    3928:00001111 01011000: 00000000 : 00:000 > dbbyte: 0
++    3929:00001111 01011001: 00000100 : 04:004 > dbbyte: 4
++    3930:00001111 01011010: 00010011 : 13:023 > dbbyte: 19
++    3931:00001111 01011011: 00000011 : 03:003 > dbbyte: 3
++    3932:00001111 01011100: 00000000 : 00:000 > dbbyte: 0
++    3933:00001111 01011101: 00000000 : 00:000 > dbbyte: 0
++    3934:00001111 01011110: 00000000 : 00:000 > dbbyte: 0
++    3935:00001111 01011111: 00010100 : 14:024 > dbbyte: 20
++    3936:00001111 01100000: 00001011 : 0B:013 > dbbyte: 11
++    3937:00001111 01100001: 00000001 : 01:001 > dbbyte: 1
++    3938:00001111 01100010: 00010101 : 15:025 > dbbyte: 21
++    3939:00001111 01100011: 00010011 : 13:023 > dbbyte: 19
++    3940:00001111 01100100: 00000000 : 00:000 > dbbyte: 0
++    3941:00001111 01100101: 00000000 : 00:000 > dbbyte: 0
++    3942:00001111 01100110: 00000100 : 04:004 > dbbyte: 4
++    3943:00001111 01100111: 00000011 : 03:003 > dbbyte: 3
++    3944:00001111 01101000: 00000111 : 07:007 > dbbyte: 7
++    3945:00001111 01101001: 00000000 : 00:000 > dbbyte: 0
++    3946:00001111 01101010: 00000000 : 00:000 > dbbyte: 0
++    3947:00001111 01101011: 00000000 : 00:000 > dbbyte: 0
++    3948:00001111 01101100: 00011101 : 1D:035 > dbbyte: 29
++    3949:00001111 01101101: 00000100 : 04:004 > dbbyte: 4
++    3950:00001111 01101110: 00000000 : 00:000 > dbbyte: 0
++    3951:00001111 01101111: 00010110 : 16:026 > dbbyte: 22
++    3952:00001111 01110000: 00000000 : 00:000 > dbbyte: 0
++    3953:00001111 01110001: 00010011 : 13:023 > dbbyte: 19
++    3954:00001111 01110010: 00010101 : 15:025 > dbbyte: 21
++    3955:00001111 01110011: 00000000 : 00:000 > dbbyte: 0
++    3956:00001111 01110100: 00000000 : 00:000 > dbbyte: 0
++    3957:00001111 01110101: 00000100 : 04:004 > dbbyte: 4
++    3958:00001111 01110110: 00000110 : 06:006 > dbbyte: 6
++    3959:00001111 01110111: 00000010 : 02:002 > dbbyte: 2
++    3960:00001111 01111000: 00000011 : 03:003 > dbbyte: 3
++    3961:00001111 01111001: 00010101 : 15:025 > dbbyte: 21
