+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    4596:00010001 11110100: 01100101 : 65:145 > databyte:  : e : 101
++    4597:00010001 11110101: 00100000 : 20:040 > databyte:  :   : 32
++    4598:00010001 11110110: 01100001 : 61:141 > databyte:  : a : 97
++    4599:00010001 11110111: 01110100 : 74:164 > databyte:  : t : 116
++    4600:00010001 11111000: 00100000 : 20:040 > databyte:  :   : 32
++    4601:00010001 11111001: 01100001 : 61:141 > databyte:  : a : 97
++    4602:00010001 11111010: 01101110 : 6E:156 > databyte:  : n : 110
++    4603:00010001 11111011: 01111001 : 79:171 > databyte:  : y : 121
++    4604:00010001 11111100: 00100000 : 20:040 > databyte:  :   : 32
++    4605:00010001 11111101: 01101111 : 6F:157 > databyte:  : o : 111
++    4606:00010001 11111110: 01100110 : 66:146 > databyte:  : f : 102
++    4607:00010001 11111111: 00100000 : 20:040 > databyte:  :   : 32
++    4608:00010010 00000000: 01110100 : 74:164 > databyte:  : t : 116
++    4609:00010010 00000001: 01101000 : 68:150 > databyte:  : h : 104
++    4610:00010010 00000010: 01100101 : 65:145 > databyte:  : e : 101
++    4611:00010010 00000011: 00100000 : 20:040 > databyte:  :   : 32
++    4612:00010010 00000100: 00100000 : 20:040 > databyte:  :   : 32
++    4613:00010010 00000101: 00100000 : 20:040 > databyte:  :   : 32
++    4614:00010010 00000110: 01110010 : 72:162 > databyte:  : r : 114
++    4615:00010010 00000111: 01100101 : 65:145 > databyte:  : e : 101
++    4616:00010010 00001000: 01100010 : 62:142 > databyte:  : b : 98
++    4617:00010010 00001001: 01100101 : 65:145 > databyte:  : e : 101
++    4618:00010010 00001010: 01101100 : 6C:154 > databyte:  : l : 108
++    4619:00010010 00001011: 00100000 : 20:040 > databyte:  :   : 32
++    4620:00010010 00001100: 01101111 : 6F:157 > databyte:  : o : 111
++    4621:00010010 00001101: 01110101 : 75:165 > databyte:  : u : 117
++    4622:00010010 00001110: 01110100 : 74:164 > databyte:  : t : 116
++    4623:00010010 00001111: 01110000 : 70:160 > databyte:  : p : 112
++    4624:00010010 00010000: 01101111 : 6F:157 > databyte:  : o : 111
++    4625:00010010 00010001: 01110011 : 73:163 > databyte:  : s : 115
++    4626:00010010 00010010: 01110100 : 74:164 > databyte:  : t : 116
++    4627:00010010 00010011: 01110011 : 73:163 > databyte:  : s : 115
++    4628:00010010 00010100: 00101110 : 2E:056 > databyte:  : . : 46
++    4629:00010010 00010101: 00000000 : 00:000 > dbbyte: 0
++    4630:00010010 00010110: 00101110 : 2E:056 > opcode: mvi l,05DH
++    4631:00010010 00010111: 01011101 : 5D:135 > immediate:  05DH : 93
++    4632:00010010 00011000: 00000110 : 06:006 > opcode: mvi b,1
++    4633:00010010 00011001: 00000001 : 01:001 > immediate:  1 : 1
++    4634:00010010 00011010: 11001101 : CD:315 > opcode: call BINDEC
++    4635:00010010 00011011: 00110011 : 33:063 > lb: 51
++    4636:00010010 00011100: 00001011 : 0B:013 > hb: 11
++    4637:00010010 00011101: 00010001 : 11:021 > opcode: lxi d,GSMSGD
++    4638:00010010 00011110: 11010001 : D1:321 > lb: 209
++    4639:00010010 00011111: 00010001 : 11:021 > hb: 17
++    4640:00010010 00100000: 00000110 : 06:006 > opcode: mvi b,2
++    4641:00010010 00100001: 00000010 : 02:002 > immediate:  2 : 2
++    4642:00010010 00100010: 11001101 : CD:315 > opcode: call DIGPRT
++    4643:00010010 00100011: 00100110 : 26:046 > lb: 38
++    4644:00010010 00100100: 00001011 : 0B:013 > hb: 11
++    4645:00010010 00100101: 00100001 : 21:041 > opcode: lxi h,005CH
++    4646:00010010 00100110: 01011100 : 5C:134 > lb: 92
++    4647:00010010 00100111: 00000000 : 00:000 > hb: 0
++    4648:00010010 00101000: 00000110 : 06:006 > opcode: mvi b,1
++    4649:00010010 00101001: 00000001 : 01:001 > immediate:  1 : 1
++    4650:00010010 00101010: 11001101 : CD:315 > opcode: call BINDEC
++    4651:00010010 00101011: 00110011 : 33:063 > lb: 51
++    4652:00010010 00101100: 00001011 : 0B:013 > hb: 11
++    4653:00010010 00101101: 00010001 : 11:021 > opcode: lxi d,GSMSGS
++    4654:00010010 00101110: 10111110 : BE:276 > lb: 190
++    4655:00010010 00101111: 00010001 : 11:021 > hb: 17
++    4656:00010010 00110000: 00000110 : 06:006 > opcode: mvi b,2
++    4657:00010010 00110001: 00000010 : 02:002 > immediate:  2 : 2
++    4658:00010010 00110010: 11001101 : CD:315 > opcode: call DIGPRT
++    4659:00010010 00110011: 00100110 : 26:046 > lb: 38
++    4660:00010010 00110100: 00001011 : 0B:013 > hb: 11
++    4661:00010010 00110101: 00100001 : 21:041 > opcode: lxi h,005BH
++    4662:00010010 00110110: 01011011 : 5B:133 > lb: 91
++    4663:00010010 00110111: 00000000 : 00:000 > hb: 0
++    4664:00010010 00111000: 01111110 : 7E:176 > opcode: mov a,m
++    4665:00010010 00111001: 11110110 : F6:366 > opcode: ori 0B0H
++    4666:00010010 00111010: 10110000 : B0:260 > immediate:  0B0H : 176
++    4667:00010010 00111011: 00100001 : 21:041 > opcode: lxi h,GSMSGT
++    4668:00010010 00111100: 00000100 : 04:004 > lb: 4
++    4669:00010010 00111101: 00010010 : 12:022 > hb: 18
++    4670:00010010 00111110: 01110111 : 77:167 > opcode: mov m,a
++    4671:00010010 00111111: 00100001 : 21:041 > opcode: lxi h,GSMSG
++    4672:00010010 01000000: 10101000 : A8:250 > lb: 168
++    4673:00010010 01000001: 00010001 : 11:021 > hb: 17
++    4674:00010010 01000010: 11001101 : CD:315 > opcode: call MSG
++    4675:00010010 01000011: 11101000 : E8:350 > lb: 232
++    4676:00010010 01000100: 00001010 : 0A:012 > hb: 10
++    4677:00010010 01000101: 11001001 : C9:311 > opcode: ret
++    4678:00010010 01000110: 00001101 : 0D:015 > dbbyte: 13
++    4679:00010010 01000111: 00001010 : 0A:012 > dbbyte: 10
++    4680:00010010 01001000: 01010010 : 52:122 > databyte:  : R : 82
++    4681:00010010 01001001: 01100101 : 65:145 > databyte:  : e : 101
++    4682:00010010 01001010: 01100001 : 61:141 > databyte:  : a : 97
++    4683:00010010 01001011: 01100100 : 64:144 > databyte:  : d : 100
++    4684:00010010 01001100: 01111001 : 79:171 > databyte:  : y : 121
++    4685:00010010 01001101: 00100000 : 20:040 > databyte:  :   : 32
++    4686:00010010 01001110: 01110100 : 74:164 > databyte:  : t : 116
++    4687:00010010 01001111: 01101111 : 6F:157 > databyte:  : o : 111
++    4688:00010010 01010000: 00100000 : 20:040 > databyte:  :   : 32
++    4689:00010010 01010001: 01110011 : 73:163 > databyte:  : s : 115
++    4690:00010010 01010010: 01110100 : 74:164 > databyte:  : t : 116
++    4691:00010010 01010011: 01100001 : 61:141 > databyte:  : a : 97
++    4692:00010010 01010100: 01110010 : 72:162 > databyte:  : r : 114
++    4693:00010010 01010101: 01110100 : 74:164 > databyte:  : t : 116
++    4694:00010010 01010110: 00100000 : 20:040 > databyte:  :   : 32
++    4695:00010010 01010111: 01100001 : 61:141 > databyte:  : a : 97
++    4696:00010010 01011000: 00100000 : 20:040 > databyte:  :   : 32
++    4697:00010010 01011001: 01010011 : 53:123 > databyte:  : S : 83
++    4698:00010010 01011010: 01110100 : 74:164 > databyte:  : t : 116
++    4699:00010010 01011011: 01100001 : 61:141 > databyte:  : a : 97
++    4700:00010010 01011100: 01110010 : 72:162 > databyte:  : r : 114
++    4701:00010010 01011101: 00100000 : 20:040 > databyte:  :   : 32
++    4702:00010010 01011110: 01010111 : 57:127 > databyte:  : W : 87
++    4703:00010010 01011111: 01100001 : 61:141 > databyte:  : a : 97
++    4704:00010010 01100000: 01110010 : 72:162 > databyte:  : r : 114
++    4705:00010010 01100001: 01110011 : 73:163 > databyte:  : s : 115
++    4706:00010010 01100010: 00100000 : 20:040 > databyte:  :   : 32
++    4707:00010010 01100011: 01011000 : 58:130 > databyte:  : X : 88
++    4708:00010010 01100100: 00101101 : 2D:055 > databyte:  : - : 45
++    4709:00010010 01100101: 01110111 : 77:167 > databyte:  : w : 119
++    4710:00010010 01100110: 01101001 : 69:151 > databyte:  : i : 105
++    4711:00010010 01100111: 01101110 : 6E:156 > databyte:  : n : 110
++    4712:00010010 01101000: 01100111 : 67:147 > databyte:  : g : 103
++    4713:00010010 01101001: 00100000 : 20:040 > databyte:  :   : 32
++    4714:00010010 01101010: 01110011 : 73:163 > databyte:  : s : 115
++    4715:00010010 01101011: 01110100 : 74:164 > databyte:  : t : 116
++    4716:00010010 01101100: 01100001 : 61:141 > databyte:  : a : 97
++    4717:00010010 01101101: 01110010 : 72:162 > databyte:  : r : 114
++    4718:00010010 01101110: 01100110 : 66:146 > databyte:  : f : 102
++    4719:00010010 01101111: 01101001 : 69:151 > databyte:  : i : 105
++    4720:00010010 01110000: 01100111 : 67:147 > databyte:  : g : 103
++    4721:00010010 01110001: 01101000 : 68:150 > databyte:  : h : 104
++    4722:00010010 01110010: 01110100 : 74:164 > databyte:  : t : 116
++    4723:00010010 01110011: 01100101 : 65:145 > databyte:  : e : 101
++    4724:00010010 01110100: 01110010 : 72:162 > databyte:  : r : 114
++    4725:00010010 01110101: 00100000 : 20:040 > databyte:  :   : 32
++    4726:00010010 01110110: 01101101 : 6D:155 > databyte:  : m : 109
++    4727:00010010 01110111: 01101001 : 69:151 > databyte:  : i : 105
++    4728:00010010 01111000: 01110011 : 73:163 > databyte:  : s : 115
++    4729:00010010 01111001: 01110011 : 73:163 > databyte:  : s : 115
++    4730:00010010 01111010: 01101001 : 69:151 > databyte:  : i : 105
++    4731:00010010 01111011: 01101111 : 6F:157 > databyte:  : o : 111
++    4732:00010010 01111100: 01101110 : 6E:156 > databyte:  : n : 110
++    4733:00010010 01111101: 00111111 : 3F:077 > databyte:  : ? : 63
++    4734:00010010 01111110: 00100000 : 20:040 > databyte:  :   : 32
++    4735:00010010 01111111: 00101000 : 28:050 > databyte:  : ( : 40
++    4736:00010010 10000000: 01011001 : 59:131 > databyte:  : Y : 89
++    4737:00010010 10000001: 00101111 : 2F:057 > databyte:  : / : 47
++    4738:00010010 10000010: 01001110 : 4E:116 > databyte:  : N : 78
++    4739:00010010 10000011: 00101001 : 29:051 > databyte:  : ) : 41
++    4740:00010010 10000100: 00000000 : 00:000 > dbbyte: 0
++    4741:00010010 10000101: 00001101 : 0D:015 > databyte:  : '\r' : 13
++    4742:00010010 10000110: 00001010 : 0A:012 > databyte:  : '\n' : 10
++    4743:00010010 10000111: 01010011 : 53:123 > databyte:  : S : 83
++    4744:00010010 10001000: 01101000 : 68:150 > databyte:  : h : 104
++    4745:00010010 10001001: 01101111 : 6F:157 > databyte:  : o : 111
++    4746:00010010 10001010: 01110010 : 72:162 > databyte:  : r : 114
++    4747:00010010 10001011: 01110100 : 74:164 > databyte:  : t : 116
++    4748:00010010 10001100: 00101111 : 2F:057 > databyte:  : / : 47
++    4749:00010010 10001101: 01101101 : 6D:155 > databyte:  : m : 109
++    4750:00010010 10001110: 01100101 : 65:145 > databyte:  : e : 101
++    4751:00010010 10001111: 01100100 : 64:144 > databyte:  : d : 100
++    4752:00010010 10010000: 01101001 : 69:151 > databyte:  : i : 105
++    4753:00010010 10010001: 01110101 : 75:165 > databyte:  : u : 117
++    4754:00010010 10010010: 01101101 : 6D:155 > databyte:  : m : 109
++    4755:00010010 10010011: 00101111 : 2F:057 > databyte:  : / : 47
++    4756:00010010 10010100: 01101100 : 6C:154 > databyte:  : l : 108
++    4757:00010010 10010101: 01101111 : 6F:157 > databyte:  : o : 111
++    4758:00010010 10010110: 01101110 : 6E:156 > databyte:  : n : 110
++    4759:00010010 10010111: 01100111 : 67:147 > databyte:  : g : 103
++    4760:00010010 10011000: 00100000 : 20:040 > databyte:  :   : 32
++    4761:00010010 10011001: 01100111 : 67:147 > databyte:  : g : 103
++    4762:00010010 10011010: 01100001 : 61:141 > databyte:  : a : 97
++    4763:00010010 10011011: 01101101 : 6D:155 > databyte:  : m : 109
++    4764:00010010 10011100: 01100101 : 65:145 > databyte:  : e : 101
++    4765:00010010 10011101: 00100000 : 20:040 > databyte:  :   : 32
++    4766:00010010 10011110: 00101000 : 28:050 > databyte:  : ( : 40
++    4767:00010010 10011111: 00110001 : 31:061 > databyte:  : 1 : 49
++    4768:00010010 10100000: 00101111 : 2F:057 > databyte:  : / : 47
++    4769:00010010 10100001: 00110010 : 32:062 > databyte:  : 2 : 50
++    4770:00010010 10100010: 00101111 : 2F:057 > databyte:  : / : 47
++    4771:00010010 10100011: 00110011 : 33:063 > databyte:  : 3 : 51
++    4772:00010010 10100100: 00101001 : 29:051 > databyte:  : ) : 41
++    4773:00010010 10100101: 00111111 : 3F:077 > databyte:  : ? : 63
++    4774:00010010 10100110: 00000000 : 00:000 > dbbyte: 0
++    4775:00010010 10100111: 00001101 : 0D:015 > databyte:  : '\r' : 13
++    4776:00010010 10101000: 00001010 : 0A:012 > databyte:  : '\n' : 10
++    4777:00010010 10101001: 01010000 : 50:120 > databyte:  : P : 80
++    4778:00010010 10101010: 01110010 : 72:162 > databyte:  : r : 114
++    4779:00010010 10101011: 01100101 : 65:145 > databyte:  : e : 101
++    4780:00010010 10101100: 01110000 : 70:160 > databyte:  : p : 112
++    4781:00010010 10101101: 01100001 : 61:141 > databyte:  : a : 97
++    4782:00010010 10101110: 01110010 : 72:162 > databyte:  : r : 114
++    4783:00010010 10101111: 01100001 : 61:141 > databyte:  : a : 97
++    4784:00010010 10110000: 01110100 : 74:164 > databyte:  : t : 116
++    4785:00010010 10110001: 01101001 : 69:151 > databyte:  : i : 105
++    4786:00010010 10110010: 01101111 : 6F:157 > databyte:  : o : 111
++    4787:00010010 10110011: 01101110 : 6E:156 > databyte:  : n : 110
++    4788:00010010 10110100: 01110011 : 73:163 > databyte:  : s : 115
++    4789:00010010 10110101: 00100000 : 20:040 > databyte:  :   : 32
++    4790:00010010 10110110: 01100001 : 61:141 > databyte:  : a : 97
++    4791:00010010 10110111: 01110010 : 72:162 > databyte:  : r : 114
++    4792:00010010 10111000: 01100101 : 65:145 > databyte:  : e : 101
++    4793:00010010 10111001: 00100000 : 20:040 > databyte:  :   : 32
++    4794:00010010 10111010: 01100010 : 62:142 > databyte:  : b : 98
++    4795:00010010 10111011: 01100101 : 65:145 > databyte:  : e : 101
++    4796:00010010 10111100: 01101001 : 69:151 > databyte:  : i : 105
++    4797:00010010 10111101: 01101110 : 6E:156 > databyte:  : n : 110
++    4798:00010010 10111110: 01100111 : 67:147 > databyte:  : g : 103
++    4799:00010010 10111111: 00100000 : 20:040 > databyte:  :   : 32
++    4800:00010010 11000000: 01101101 : 6D:155 > databyte:  : m : 109
++    4801:00010010 11000001: 01100001 : 61:141 > databyte:  : a : 97
++    4802:00010010 11000010: 01100100 : 64:144 > databyte:  : d : 100
++    4803:00010010 11000011: 01100101 : 65:145 > databyte:  : e : 101
++    4804:00010010 11000100: 00101110 : 2E:056 > databyte:  : . : 46
++    4805:00010010 11000101: 00101110 : 2E:056 > databyte:  : . : 46
++    4806:00010010 11000110: 00101110 : 2E:056 > databyte:  : . : 46
++    4807:00010010 11000111: 00000000 : 00:000 > dbbyte: 0
++    4808:00010010 11001000: 00001101 : 0D:015 > databyte:  : '\r' : 13
++    4809:00010010 11001001: 00001010 : 0A:012 > databyte:  : '\n' : 10
++    4810:00010010 11001010: 01010001 : 51:121 > databyte:  : Q : 81
++    4811:00010010 11001011: 01110101 : 75:165 > databyte:  : u : 117
++    4812:00010010 11001100: 01101001 : 69:151 > databyte:  : i : 105
++    4813:00010010 11001101: 01100011 : 63:143 > databyte:  : c : 99
++    4814:00010010 11001110: 01101011 : 6B:153 > databyte:  : k : 107
++    4815:00010010 11001111: 00100000 : 20:040 > databyte:  :   : 32
++    4816:00010010 11010000: 01100111 : 67:147 > databyte:  : g : 103
++    4817:00010010 11010001: 01100001 : 61:141 > databyte:  : a : 97
++    4818:00010010 11010010: 01101101 : 6D:155 > databyte:  : m : 109
++    4819:00010010 11010011: 01100101 : 65:145 > databyte:  : e : 101
++    4820:00010010 11010100: 00100000 : 20:040 > databyte:  :   : 32
++    4821:00010010 11010101: 01101111 : 6F:157 > databyte:  : o : 111
++    4822:00010010 11010110: 01110010 : 72:162 > databyte:  : r : 114
++    4823:00010010 11010111: 00100000 : 20:040 > databyte:  :   : 32
++    4824:00010010 11011000: 01100001 : 61:141 > databyte:  : a : 97
++    4825:00010010 11011001: 00100000 : 20:040 > databyte:  :   : 32
++    4826:00010010 11011010: 01101100 : 6C:154 > databyte:  : l : 108
++    4827:00010010 11011011: 01101111 : 6F:157 > databyte:  : o : 111
++    4828:00010010 11011100: 01101110 : 6E:156 > databyte:  : n : 110
++    4829:00010010 11011101: 01100111 : 67:147 > databyte:  : g : 103
++    4830:00010010 11011110: 01100101 : 65:145 > databyte:  : e : 101
++    4831:00010010 11011111: 01110010 : 72:162 > databyte:  : r : 114
++    4832:00010010 11100000: 00100000 : 20:040 > databyte:  :   : 32
++    4833:00010010 11100001: 01100111 : 67:147 > databyte:  : g : 103
++    4834:00010010 11100010: 01100001 : 61:141 > databyte:  : a : 97
++    4835:00010010 11100011: 01101101 : 6D:155 > databyte:  : m : 109
++    4836:00010010 11100100: 01100101 : 65:145 > databyte:  : e : 101
++    4837:00010010 11100101: 00101100 : 2C:054 > databyte:  : , : 44
++    4838:00010010 11100110: 00100000 : 20:040 > databyte:  :   : 32
++    4839:00010010 11100111: 01101100 : 6C:154 > databyte:  : l : 108
++    4840:00010010 11101000: 01100101 : 65:145 > databyte:  : e : 101
++    4841:00010010 11101001: 01110011 : 73:163 > databyte:  : s : 115
++    4842:00010010 11101010: 01110011 : 73:163 > databyte:  : s : 115
++    4843:00010010 11101011: 00100000 : 20:040 > databyte:  :   : 32
++    4844:00010010 11101100: 01101111 : 6F:157 > databyte:  : o : 111
++    4845:00010010 11101101: 01110010 : 72:162 > databyte:  : r : 114
++    4846:00010010 11101110: 00100000 : 20:040 > databyte:  :   : 32
++    4847:00010010 11101111: 01101101 : 6D:155 > databyte:  : m : 109
++    4848:00010010 11110000: 01101111 : 6F:157 > databyte:  : o : 111
++    4849:00010010 11110001: 01110010 : 72:162 > databyte:  : r : 114
++    4850:00010010 11110010: 01100101 : 65:145 > databyte:  : e : 101
++    4851:00010010 11110011: 00100000 : 20:040 > databyte:  :   : 32
++    4852:00010010 11110100: 01010100 : 54:124 > databyte:  : T : 84
++    4853:00010010 11110101: 01001001 : 49:111 > databyte:  : I : 73
++    4854:00010010 11110110: 01000101 : 45:105 > databyte:  : E : 69
++    4855:00010010 11110111: 00100000 : 20:040 > databyte:  :   : 32
++    4856:00010010 11111000: 01100110 : 66:146 > databyte:  : f : 102
++    4857:00010010 11111001: 01101001 : 69:151 > databyte:  : i : 105
++    4858:00010010 11111010: 01100111 : 67:147 > databyte:  : g : 103
++    4859:00010010 11111011: 01101000 : 68:150 > databyte:  : h : 104
